Type,POS,Headword,Rank,Freq,Range,NormFreq,NormRange
hám, conjunction,hám,1,378,1,21854.764,1.000
suw			82	20	1	1156.337	1.000
sóz			82	20	1	1156.337	1.000
xix			82	20	1	1156.337	1.000
beredi			94	19	1	1098.520	1.000
e			94	19	1	1098.520	1.000
xalqınıń			94	19	1	1098.520	1.000
ásirdiń			94	19	1	1098.520	1.000
arqalı			98	18	1	1040.703	1.000
dúnya			98	18	1	1040.703	1.000
km			98	18	1	1040.703	1.000
olardıń			98	18	1	1040.703	1.000
teńizi			98	18	1	1040.703	1.000
ullı			98	18	1	1040.703	1.000
ásirde			98	18	1	1040.703	1.000
aladı			105	17	1	982.886	1.000
bunnan			105	17	1	982.886	1.000
jazıp			105	17	1	982.886	1.000
shıǵarmaları			105	17	1	982.886	1.000
tek			105	17	1	982.886	1.000
tiyisli			105	17	1	982.886	1.000
tiykarǵı			105	17	1	982.886	1.000
turadı			105	17	1	982.886	1.000
ustavlıq			105	17	1	982.886	1.000
ájiniyazdıń			105	17	1	982.886	1.000
ásir			105	17	1	982.886	1.000
ásirlerde			105	17	1	982.886	1.000
ay			117	16	1	925.069	1.000
jılları			117	16	1	925.069	1.000
múmkin			117	16	1	925.069	1.000
qubla			117	16	1	925.069	1.000
qıylı			117	16	1	925.069	1.000
sh			117	16	1	925.069	1.000
shayırı			117	16	1	925.069	1.000
shekem			117	16	1	925.069	1.000
t			117	16	1	925.069	1.000
ulıwma			117	16	1	925.069	1.000
ákesi			117	16	1	925.069	1.000
úsh			117	16	1	925.069	1.000
abay			129	15	1	867.253	1.000
alıw			129	15	1	867.253	1.000
jasaydı			129	15	1	867.253	1.000
jer			129	15	1	867.253	1.000
qazaq			129	15	1	867.253	1.000
solay			129	15	1	867.253	1.000
tilinde			129	15	1	867.253	1.000
adamlar			136	14	1	809.436	1.000
alınǵan			136	14	1	809.436	1.000
atı			136	14	1	809.436	1.000
barlıq			136	14	1	809.436	1.000
etedi			136	14	1	809.436	1.000
ishinde			136	14	1	809.436	1.000
jazılǵan			136	14	1	809.436	1.000
jolı			136	14	1	809.436	1.000
kategoriya			136	14	1	809.436	1.000
kelip			136	14	1	809.436	1.000
mámleketlik			136	14	1	809.436	1.000
nizamiy			136	14	1	809.436	1.000
qosıqlar			136	14	1	809.436	1.000
tiykarınan			136	14	1	809.436	1.000
yaǵnıy			136	14	1	809.436	1.000
ózine			136	14	1	809.436	1.000
ashıq			152	13	1	751.619	1.000
az			152	13	1	751.619	1.000
bahalı			152	13	1	751.619	1.000
baku			152	13	1	751.619	1.000
bet			152	13	1	751.619	1.000
ekenligin			152	13	1	751.619	1.000
hesh			152	13	1	751.619	1.000
ibarat			152	13	1	751.619	1.000
ilimiy			152	13	1	751.619	1.000
iran			152	13	1	751.619	1.000
jaman			152	13	1	751.619	1.000
jaqın			152	13	1	751.619	1.000
joqarı			152	13	1	751.619	1.000
keledi			152	13	1	751.619	1.000
kórnekli			152	13	1	751.619	1.000
mıń			152	13	1	751.619	1.000
n			152	13	1	751.619	1.000
patsha			152	13	1	751.619	1.000
qara			152	13	1	751.619	1.000
qaraǵanda			152	13	1	751.619	1.000
qosıq			152	13	1	751.619	1.000
sebebi			152	13	1	751.619	1.000
sıpatında			152	13	1	751.619	1.000
tiykarında			152	13	1	751.619	1.000
ámiwdárya			152	13	1	751.619	1.000
ózbek			152	13	1	751.619	1.000
alisher			178	12	1	693.802	1.000
antarktika			178	12	1	693.802	1.000
atındaǵı			178	12	1	693.802	1.000
aytıs			178	12	1	693.802	1.000
baylanıslı			178	12	1	693.802	1.000
ekinshi			178	12	1	693.802	1.000
haqqındaǵı			178	12	1	693.802	1.000
joq			178	12	1	693.802	1.000
jámiyet			178	12	1	693.802	1.000
meńesh			178	12	1	693.802	1.000
qanday			178	12	1	693.802	1.000
rayonı			178	12	1	693.802	1.000
s			178	12	1	693.802	1.000
shayırlar			178	12	1	693.802	1.000
tariyxıy			178	12	1	693.802	1.000
waqıtta			178	12	1	693.802	1.000
xx			178	12	1	693.802	1.000
ózi			178	12	1	693.802	1.000
akciyalardıń			196	11	1	635.985	1.000
arqa			196	11	1	635.985	1.000
aytadı			196	11	1	635.985	1.000
biologiya			196	11	1	635.985	1.000
dástanı			196	11	1	635.985	1.000
etken			196	11	1	635.985	1.000
islep			196	11	1	635.985	1.000
jasaǵan			196	11	1	635.985	1.000
jaǵınan			196	11	1	635.985	1.000
juwap			196	11	1	635.985	1.000
járdem			196	11	1	635.985	1.000
mámleket			196	11	1	635.985	1.000
neshe			196	11	1	635.985	1.000
násiyat			196	11	1	635.985	1.000
parsı			196	11	1	635.985	1.000
qaytıs			196	11	1	635.985	1.000
satıp			196	11	1	635.985	1.000
sonday			196	11	1	635.985	1.000
teatrı			196	11	1	635.985	1.000
tiri			196	11	1	635.985	1.000
tán			196	11	1	635.985	1.000
túrk			196	11	1	635.985	1.000
xalıqlar			196	11	1	635.985	1.000
ádebiyat			196	11	1	635.985	1.000
ádewir			196	11	1	635.985	1.000
atalǵan			221	10	1	578.168	1.000
atası			221	10	1	578.168	1.000
aziya			221	10	1	578.168	1.000
balası			221	10	1	578.168	1.000
balıq			221	10	1	578.168	1.000
basqalar			221	10	1	578.168	1.000
benen			221	10	1	578.168	1.000
dawamında			221	10	1	578.168	1.000
einstein			221	10	1	578.168	1.000
h			221	10	1	578.168	1.000
jámiy			221	10	1	578.168	1.000
kelgen			221	10	1	578.168	1.000
kiredi			221	10	1	578.168	1.000
kópshilik			221	10	1	578.168	1.000
mısalı			221	10	1	578.168	1.000
nawayınıń			221	10	1	578.168	1.000
neft			221	10	1	578.168	1.000
nókis			221	10	1	578.168	1.000
oǵan			221	10	1	578.168	1.000
qabıl			221	10	1	578.168	1.000
qalasında			221	10	1	578.168	1.000
qalǵan			221	10	1	578.168	1.000
qatar			221	10	1	578.168	1.000
qosıbay			221	10	1	578.168	1.000
qızı			221	10	1	578.168	1.000
rejissyor			221	10	1	578.168	1.000
respublikası			221	10	1	578.168	1.000
rústem			221	10	1	578.168	1.000
tabıladı			221	10	1	578.168	1.000
usınday			221	10	1	578.168	1.000
xalıqaralıq			221	10	1	578.168	1.000
ótti			221	10	1	578.168	1.000
adamlardıń			253	9	1	520.352	1.000
alǵan			253	9	1	520.352	1.000
ashıp			253	9	1	520.352	1.000
atlı			253	9	1	520.352	1.000
awızeki			253	9	1	520.352	1.000
ayapbergen			253	9	1	520.352	1.000
ayrıqsha			253	9	1	520.352	1.000
balalar			253	9	1	520.352	1.000
baslanadı			253	9	1	520.352	1.000
baslaydı			253	9	1	520.352	1.000
basında			253	9	1	520.352	1.000
basıp			253	9	1	520.352	1.000
etiw			253	9	1	520.352	1.000
háreket			253	9	1	520.352	1.000
iri			253	9	1	520.352	1.000
jas			253	9	1	520.352	1.000
jazadı			253	9	1	520.352	1.000
jeti			253	9	1	520.352	1.000
kerek			253	9	1	520.352	1.000
ketedi			253	9	1	520.352	1.000
kórsetedi			253	9	1	520.352	1.000
kún			253	9	1	520.352	1.000
muzıka			253	9	1	520.352	1.000
mádeniy			253	9	1	520.352	1.000
mártebe			253	9	1	520.352	1.000
ne			253	9	1	520.352	1.000
okeanı			253	9	1	520.352	1.000
pútkil			253	9	1	520.352	1.000
qol			253	9	1	520.352	1.000
qosımsha			253	9	1	520.352	1.000
qosıqlarınıń			253	9	1	520.352	1.000
quraydı			253	9	1	520.352	1.000
rossiya			253	9	1	520.352	1.000
shekemgi			253	9	1	520.352	1.000
shıqqan			253	9	1	520.352	1.000
shıǵarmalar			253	9	1	520.352	1.000
shıǵıs			253	9	1	520.352	1.000
sońınan			253	9	1	520.352	1.000
teńiz			253	9	1	520.352	1.000
tórt			253	9	1	520.352	1.000
xamsa			253	9	1	520.352	1.000
ádebiyatınıń			253	9	1	520.352	1.000
ásirese			253	9	1	520.352	1.000
ómir			253	9	1	520.352	1.000
adamnıń			297	8	1	462.535	1.000
afrika			297	8	1	462.535	1.000
akcionerlik			297	8	1	462.535	1.000
ala			297	8	1	462.535	1.000
ataladı			297	8	1	462.535	1.000
awıl			297	8	1	462.535	1.000
axmed			297	8	1	462.535	1.000
aytıp			297	8	1	462.535	1.000
aytıstıń			297	8	1	462.535	1.000
bunda			297	8	1	462.535	1.000
bunday			297	8	1	462.535	1.000
dawam			297	8	1	462.535	1.000
eger			297	8	1	462.535	1.000
eski			297	8	1	462.535	1.000
evropa			297	8	1	462.535	1.000
fizuliy			297	8	1	462.535	1.000
huqıqıy			297	8	1	462.535	1.000
i			297	8	1	462.535	1.000
ishine			297	8	1	462.535	1.000
iskender			297	8	1	462.535	1.000
jazba			297	8	1	462.535	1.000
jigit			297	8	1	462.535	1.000
júz			297	8	1	462.535	1.000
jıldan			297	8	1	462.535	1.000
jılǵa			297	8	1	462.535	1.000
kavkaz			297	8	1	462.535	1.000
keyingi			297	8	1	462.535	1.000
keń			297	8	1	462.535	1.000
kitabı			297	8	1	462.535	1.000
materiallıq			297	8	1	462.535	1.000
materik			297	8	1	462.535	1.000
muwsa			297	8	1	462.535	1.000
málim			297	8	1	462.535	1.000
on			297	8	1	462.535	1.000
q			297	8	1	462.535	1.000
qatarda			297	8	1	462.535	1.000
qazaqstan			297	8	1	462.535	1.000
retinde			297	8	1	462.535	1.000
shıǵarmaların			297	8	1	462.535	1.000
shıǵarıw			297	8	1	462.535	1.000
sońǵı			297	8	1	462.535	1.000
teatr			297	8	1	462.535	1.000
teńizdiń			297	8	1	462.535	1.000
tiliniń			297	8	1	462.535	1.000
tolıq			297	8	1	462.535	1.000
u			297	8	1	462.535	1.000
ushında			297	8	1	462.535	1.000
variantı			297	8	1	462.535	1.000
xalqı			297	8	1	462.535	1.000
yugnakiy			297	8	1	462.535	1.000
ájayıp			297	8	1	462.535	1.000
akcionerlerdiń			348	7	1	404.718	1.000
akciyalardı			348	7	1	404.718	1.000
aldına			348	7	1	404.718	1.000
aldında			348	7	1	404.718	1.000
alpamıs			348	7	1	404.718	1.000
apsheron			348	7	1	404.718	1.000
aqıl			348	7	1	404.718	1.000
atap			348	7	1	404.718	1.000
bala			348	7	1	404.718	1.000
baqsı			348	7	1	404.718	1.000
barıp			348	7	1	404.718	1.000
basladı			348	7	1	404.718	1.000
baslaǵan			348	7	1	404.718	1.000
belgilengen			348	7	1	404.718	1.000
berdaqtıń			348	7	1	404.718	1.000
birden			348	7	1	404.718	1.000
bolǵanı			348	7	1	404.718	1.000
burın			348	7	1	404.718	1.000
bólegi			348	7	1	404.718	1.000
bólimi			348	7	1	404.718	1.000
den			348	7	1	404.718	1.000
durıs			348	7	1	404.718	1.000
dáslepki			348	7	1	404.718	1.000
dástan			348	7	1	404.718	1.000
eramızǵa			348	7	1	404.718	1.000
etiledi			348	7	1	404.718	1.000
hawa			348	7	1	404.718	1.000
háyiw			348	7	1	404.718	1.000
ilim			348	7	1	404.718	1.000
jasında			348	7	1	404.718	1.000
jawın			348	7	1	404.718	1.000
jaǵdayda			348	7	1	404.718	1.000
jerlerde			348	7	1	404.718	1.000
jáne			348	7	1	404.718	1.000
jıllar			348	7	1	404.718	1.000
jırawdan			348	7	1	404.718	1.000
kaspiy			348	7	1	404.718	1.000
keldi			348	7	1	404.718	1.000
ketken			348	7	1	404.718	1.000
keyinirek			348	7	1	404.718	1.000
kishkene			348	7	1	404.718	1.000
kub			348	7	1	404.718	1.000
kóbirek			348	7	1	404.718	1.000
kózge			348	7	1	404.718	1.000
milliy			348	7	1	404.718	1.000
mingechaur			348	7	1	404.718	1.000
molla			348	7	1	404.718	1.000
mámleketler			348	7	1	404.718	1.000
máselen			348	7	1	404.718	1.000
nájep			348	7	1	404.718	1.000
olardı			348	7	1	404.718	1.000
onnan			348	7	1	404.718	1.000
oǵada			348	7	1	404.718	1.000
pushkinniń			348	7	1	404.718	1.000
qaladı			348	7	1	404.718	1.000
qay			348	7	1	404.718	1.000
qaytıp			348	7	1	404.718	1.000
qazaqstanda			348	7	1	404.718	1.000
qaǵaz			348	7	1	404.718	1.000
qosıqların			348	7	1	404.718	1.000
qurǵaq			348	7	1	404.718	1.000
qıtay			348	7	1	404.718	1.000
rawajlanǵan			348	7	1	404.718	1.000
sheshim			348	7	1	404.718	1.000
shıǵarılǵan			348	7	1	404.718	1.000
sotsiallıq			348	7	1	404.718	1.000
talantlı			348	7	1	404.718	1.000
tap			348	7	1	404.718	1.000
tariyxında			348	7	1	404.718	1.000
teńizine			348	7	1	404.718	1.000
turǵan			348	7	1	404.718	1.000
tuwılǵan			348	7	1	404.718	1.000
tájik			348	7	1	404.718	1.000
tásir			348	7	1	404.718	1.000
túri			348	7	1	404.718	1.000
tısqarı			348	7	1	404.718	1.000
vi			348	7	1	404.718	1.000
waqıtları			348	7	1	404.718	1.000
ádebiyatı			348	7	1	404.718	1.000
ádette			348	7	1	404.718	1.000
áhmiyetli			348	7	1	404.718	1.000
ásirdegi			348	7	1	404.718	1.000
ómiri			348	7	1	404.718	1.000
úshinshi			348	7	1	404.718	1.000
adamları			432	6	1	346.901	1.000
akademiyası			432	6	1	346.901	1.000
arnalǵan			432	6	1	346.901	1.000
at			432	6	1	346.901	1.000
ata			432	6	1	346.901	1.000
ataǵan			432	6	1	346.901	1.000
avesto			432	6	1	346.901	1.000
aytısı			432	6	1	346.901	1.000
ayırım			432	6	1	346.901	1.000
ańızlar			432	6	1	346.901	1.000
bahalaw			432	6	1	346.901	1.000
bakteriya			432	6	1	346.901	1.000
bakteriyalar			432	6	1	346.901	1.000
bakuda			432	6	1	346.901	1.000
balanıń			432	6	1	346.901	1.000
baylanısta			432	6	1	346.901	1.000
bes			432	6	1	346.901	1.000
bola			432	6	1	346.901	1.000
bolsada			432	6	1	346.901	1.000
bunıń			432	6	1	346.901	1.000
buǵan			432	6	1	346.901	1.000
bılay			432	6	1	346.901	1.000
diniy			432	6	1	346.901	1.000
dáslep			432	6	1	346.901	1.000
dáwirde			432	6	1	346.901	1.000
dúnyaǵa			432	6	1	346.901	1.000
dúzildi			432	6	1	346.901	1.000
el			432	6	1	346.901	1.000
etti			432	6	1	346.901	1.000
f			432	6	1	346.901	1.000
ferdawsiy			432	6	1	346.901	1.000
filosofiyalıq			432	6	1	346.901	1.000
g			432	6	1	346.901	1.000
haywanlar			432	6	1	346.901	1.000
hind			432	6	1	346.901	1.000
iyeleydi			432	6	1	346.901	1.000
jaqsıraq			432	6	1	346.901	1.000
jeke			432	6	1	346.901	1.000
jol			432	6	1	346.901	1.000
ketti			432	6	1	346.901	1.000
kisi			432	6	1	346.901	1.000
kletkalılar			432	6	1	346.901	1.000
kura			432	6	1	346.901	1.000
kóbeytiw			432	6	1	346.901	1.000
kóz			432	6	1	346.901	1.000
láyli			432	6	1	346.901	1.000
marafon			432	6	1	346.901	1.000
mazmunı			432	6	1	346.901	1.000
maǵlıwmatlar			432	6	1	346.901	1.000
mektebi			432	6	1	346.901	1.000
mektep			432	6	1	346.901	1.000
miynet			432	6	1	346.901	1.000
názerde			432	6	1	346.901	1.000
qalası			432	6	1	346.901	1.000
qaldı			432	6	1	346.901	1.000
qarsı			432	6	1	346.901	1.000
qıyın			432	6	1	346.901	1.000
qızıl			432	6	1	346.901	1.000
r			432	6	1	346.901	1.000
rawajlanıwına			432	6	1	346.901	1.000
sanaatı			432	6	1	346.901	1.000
sebepli			432	6	1	346.901	1.000
shaxnama			432	6	1	346.901	1.000
shayırlardıń			432	6	1	346.901	1.000
shıǵadı			432	6	1	346.901	1.000
shıǵarma			432	6	1	346.901	1.000
tiline			432	6	1	346.901	1.000
ts			432	6	1	346.901	1.000
tuwralı			432	6	1	346.901	1.000
túrkiy			432	6	1	346.901	1.000
túrli			432	6	1	346.901	1.000
v			432	6	1	346.901	1.000
waqıt			432	6	1	346.901	1.000
waqıttaǵı			432	6	1	346.901	1.000
yaki			432	6	1	346.901	1.000
yarım			432	6	1	346.901	1.000
ádebiyatında			432	6	1	346.901	1.000
álbent			432	6	1	346.901	1.000
álbette			432	6	1	346.901	1.000
ápiwayı			432	6	1	346.901	1.000
ásirler			432	6	1	346.901	1.000
óner			432	6	1	346.901	1.000
ózgerisler			432	6	1	346.901	1.000
úles			432	6	1	346.901	1.000
ǵarǵabaydıń			432	6	1	346.901	1.000
adamdı			517	5	1	289.084	1.000
akciya			517	5	1	289.084	1.000
aldı			517	5	1	289.084	1.000
aldın			517	5	1	289.084	1.000
anası			517	5	1	289.084	1.000
antarktikanıń			517	5	1	289.084	1.000
anıq			517	5	1	289.084	1.000
aqırı			517	5	1	289.084	1.000
arake			517	5	1	289.084	1.000
arasınan			517	5	1	289.084	1.000
arasındaǵı			517	5	1	289.084	1.000
artıq			517	5	1	289.084	1.000
ashar			517	5	1	289.084	1.000
ashardıń			517	5	1	289.084	1.000
ashıldı			517	5	1	289.084	1.000
aytıladı			517	5	1	289.084	1.000
aytısta			517	5	1	289.084	1.000
azaytıw			517	5	1	289.084	1.000
bahasın			517	5	1	289.084	1.000
baslarında			517	5	1	289.084	1.000
beretuǵın			517	5	1	289.084	1.000
bergen			517	5	1	289.084	1.000
besik			517	5	1	289.084	1.000
bilim			517	5	1	289.084	1.000
bolmaǵan			517	5	1	289.084	1.000
derlik			517	5	1	289.084	1.000
dini			517	5	1	289.084	1.000
dostı			517	5	1	289.084	1.000
dárya			517	5	1	289.084	1.000
dáwirinde			517	5	1	289.084	1.000
dóretiwshiligi			517	5	1	289.084	1.000
dóretiwshilik			517	5	1	289.084	1.000
dúnyanıń			517	5	1	289.084	1.000
ekonomikalıq			517	5	1	289.084	1.000
er			517	5	1	289.084	1.000
evrey			517	5	1	289.084	1.000
filosofiyası			517	5	1	289.084	1.000
ga			517	5	1	289.084	1.000
ganjaviy			517	5	1	289.084	1.000
gaz			517	5	1	289.084	1.000
geyde			517	5	1	289.084	1.000
haywanlardıń			517	5	1	289.084	1.000
hindistan			517	5	1	289.084	1.000
húkimet			517	5	1	289.084	1.000
islam			517	5	1	289.084	1.000
j			517	5	1	289.084	1.000
jasaw			517	5	1	289.084	1.000
jazıw			517	5	1	289.084	1.000
jaǵdaylar			517	5	1	289.084	1.000
jep			517	5	1	289.084	1.000
jetim			517	5	1	289.084	1.000
jetip			517	5	1	289.084	1.000
jumıs			517	5	1	289.084	1.000
jámiyetlik			517	5	1	289.084	1.000
júzege			517	5	1	289.084	1.000
kapitaldı			517	5	1	289.084	1.000
kem			517	5	1	289.084	1.000
keńesi			517	5	1	289.084	1.000
kórip			517	5	1	289.084	1.000
kúnde			517	5	1	289.084	1.000
kúshli			517	5	1	289.084	1.000
materiya			517	5	1	289.084	1.000
medicina			517	5	1	289.084	1.000
mektepte			517	5	1	289.084	1.000
minez			517	5	1	289.084	1.000
mln			517	5	1	289.084	1.000
moynaq			517	5	1	289.084	1.000
mádeniyat			517	5	1	289.084	1.000
mádeniyatı			517	5	1	289.084	1.000
májbúr			517	5	1	289.084	1.000
mámleketi			517	5	1	289.084	1.000
naxichevan			517	5	1	289.084	1.000
nominal			517	5	1	289.084	1.000
noyabr			517	5	1	289.084	1.000
onda			517	5	1	289.084	1.000
oqıp			517	5	1	289.084	1.000
oqıw			517	5	1	289.084	1.000
organizmler			517	5	1	289.084	1.000
ortasha			517	5	1	289.084	1.000
partiyası			517	5	1	289.084	1.000
pedagogikalıq			517	5	1	289.084	1.000
poemaları			517	5	1	289.084	1.000
poeması			517	5	1	289.084	1.000
pútkilley			517	5	1	289.084	1.000
qala			517	5	1	289.084	1.000
qaldırǵan			517	5	1	289.084	1.000
qaraqalpaqstan			517	5	1	289.084	1.000
qayta			517	5	1	289.084	1.000
qosıǵında			517	5	1	289.084	1.000
qońırat			517	5	1	289.084	1.000
qunanbay			517	5	1	289.084	1.000
qıladı			517	5	1	289.084	1.000
qırǵa			517	5	1	289.084	1.000
qızına			517	5	1	289.084	1.000
rawajlandı			517	5	1	289.084	1.000
rawajlanıw			517	5	1	289.084	1.000
rawajlanıwı			517	5	1	289.084	1.000
ret			517	5	1	289.084	1.000
ruqsat			517	5	1	289.084	1.000
saxara			517	5	1	289.084	1.000
saz			517	5	1	289.084	1.000
shıǵaradı			517	5	1	289.084	1.000
shıǵarmalarında			517	5	1	289.084	1.000
siyasiy			517	5	1	289.084	1.000
sonda			517	5	1	289.084	1.000
sumgait			517	5	1	289.084	1.000
sózlerdi			517	5	1	289.084	1.000
súwretlengen			517	5	1	289.084	1.000
tabriziy			517	5	1	289.084	1.000
tariyxın			517	5	1	289.084	1.000
tereń			517	5	1	289.084	1.000
tilge			517	5	1	289.084	1.000
tiyis			517	5	1	289.084	1.000
turıp			517	5	1	289.084	1.000
tutılǵan			517	5	1	289.084	1.000
tuwısqan			517	5	1	289.084	1.000
tásiri			517	5	1	289.084	1.000
túrki			517	5	1	289.084	1.000
túser			517	5	1	289.084	1.000
túsip			517	5	1	289.084	1.000
vedalıq			517	5	1	289.084	1.000
waqıya			517	5	1	289.084	1.000
xii			517	5	1	289.084	1.000
xiratqa			517	5	1	289.084	1.000
xojalıq			517	5	1	289.084	1.000
xızmet			517	5	1	289.084	1.000
ádebiy			517	5	1	289.084	1.000
ásirden			517	5	1	289.084	1.000
ázerbayjanda			517	5	1	289.084	1.000
óneri			517	5	1	289.084	1.000
ósken			517	5	1	289.084	1.000
ózbekstan			517	5	1	289.084	1.000
úylenedi			517	5	1	289.084	1.000
ılayıq			517	5	1	289.084	1.000
ǵarǵabay			517	5	1	289.084	1.000
akciyalar			652	4	1	231.267	1.000
aleksandr			652	4	1	231.267	1.000
altı			652	4	1	231.267	1.000
alımlar			652	4	1	231.267	1.000
alınıp			652	4	1	231.267	1.000
antarktikada			652	4	1	231.267	1.000
aqırında			652	4	1	231.267	1.000
aralıǵında			652	4	1	231.267	1.000
arnawlı			652	4	1	231.267	1.000
astı			652	4	1	231.267	1.000
atawları			652	4	1	231.267	1.000
atırǵan			652	4	1	231.267	1.000
avtor			652	4	1	231.267	1.000
awdarılǵan			652	4	1	231.267	1.000
awdarǵan			652	4	1	231.267	1.000
awqamı			652	4	1	231.267	1.000
aymaǵında			652	4	1	231.267	1.000
aytqanda			652	4	1	231.267	1.000
aytısqan			652	4	1	231.267	1.000
aytıw			652	4	1	231.267	1.000
azia			652	4	1	231.267	1.000
ańlatadı			652	4	1	231.267	1.000
baradı			652	4	1	231.267	1.000
bas			652	4	1	231.267	1.000
baslı			652	4	1	231.267	1.000
bay			652	4	1	231.267	1.000
bazar			652	4	1	231.267	1.000
beriw			652	4	1	231.267	1.000
bilimlendiriw			652	4	1	231.267	1.000
bilimli			652	4	1	231.267	1.000
biologiyası			652	4	1	231.267	1.000
birgelikte			652	4	1	231.267	1.000
biy			652	4	1	231.267	1.000
bizge			652	4	1	231.267	1.000
biziń			652	4	1	231.267	1.000
bolıw			652	4	1	231.267	1.000
bozataw			652	4	1	231.267	1.000
burınnan			652	4	1	231.267	1.000
bólegin			652	4	1	231.267	1.000
bólim			652	4	1	231.267	1.000
di			652	4	1	231.267	1.000
din			652	4	1	231.267	1.000
dizimge			652	4	1	231.267	1.000
dárejesi			652	4	1	231.267	1.000
dástanınıń			652	4	1	231.267	1.000
dáwir			652	4	1	231.267	1.000
dáwirine			652	4	1	231.267	1.000
dáwiriniń			652	4	1	231.267	1.000
dáwqaraev			652	4	1	231.267	1.000
dóretpeleriniń			652	4	1	231.267	1.000
dúzilgen			652	4	1	231.267	1.000
dıqqatqa			652	4	1	231.267	1.000
eken			652	4	1	231.267	1.000
ekenin			652	4	1	231.267	1.000
elektr			652	4	1	231.267	1.000
ganja			652	4	1	231.267	1.000
haqıyqıy			652	4	1	231.267	1.000
huqıqına			652	4	1	231.267	1.000
hámme			652	4	1	231.267	1.000
hámmesi			652	4	1	231.267	1.000
hárbir			652	4	1	231.267	1.000
hújjet			652	4	1	231.267	1.000
ilimpaz			652	4	1	231.267	1.000
iyeleriniń			652	4	1	231.267	1.000
izertlew			652	4	1	231.267	1.000
jan			652	4	1	231.267	1.000
janrı			652	4	1	231.267	1.000
jaslarınan			652	4	1	231.267	1.000
jaylastırıw			652	4	1	231.267	1.000
jazıwǵa			652	4	1	231.267	1.000
jaǵdaylarda			652	4	1	231.267	1.000
jeriniń			652	4	1	231.267	1.000
